pair,event_type,lookback_window,magnitude_bucket,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
USDJPY,sweep_high,24,small,8,5.6474002e-05,-1.8015592e-05,5.6474002e-05,0.00097122605,0.48736339,0.48736339,0.51092896,0.00099391631,0.0009695875,0.0014927422,2928,2.758667e-05,False
USDJPY,sweep_high,48,large,1,-5.822384e-06,1.3246571e-16,-5.822384e-06,0.00039737907,0.50024618,0.50024618,0.4938454,0.00040357612,0.00041893675,0.00066389825,2031,1.4731486e-05,False
USDJPY,sweep_high,48,large,2,1.3770834e-05,4.592528e-06,1.3770834e-05,0.00056473459,0.50221566,0.50221566,0.4938454,0.00057359288,0.00058596365,0.00090237258,2031,2.0023082e-05,False
USDJPY,sweep_high,48,large,4,3.3199222e-05,-2.1540026e-05,3.3199222e-05,0.00079093511,0.48350566,0.48350566,0.51354013,0.00081026243,0.00080747338,0.0011969673,2031,2.6559954e-05,False
USDJPY,sweep_high,48,large,8,6.5974172e-05,3.6452714e-06,6.5974172e-05,0.0010886065,0.50024618,0.50024618,0.49679961,0.0011240458,0.0011174979,0.0017082827,2031,3.7905723e-05,False
USDJPY,sweep_high,48,medium,1,8.3376214e-06,-6.5970458e-06,8.3376214e-06,0.00035891406,0.48498277,0.48498277,0.50861645,0.00035759041,0.0003551559,0.0005273833,2031,1.1702305e-05,False
USDJPY,sweep_high,48,medium,2,3.7377264e-05,9.8754378e-06,3.7377264e-05,0.00050906026,0.51107829,0.51107829,0.48498277,0.00052430327,0.00050163592,0.00078222971,2031,1.7357187e-05,False
USDJPY,sweep_high,48,medium,4,5.403938e-05,1.3205199e-05,5.403938e-05,0.00071778645,0.50713934,0.50713934,0.48990645,0.00074389979,0.00071082264,0.0010683411,2031,2.370582e-05,False
USDJPY,sweep_high,48,medium,8,3.9018713e-05,4.4475478e-06,3.9018713e-05,0.0010257514,0.50024618,0.50024618,0.49679961,0.0010332835,0.0010295393,0.0016784066,2031,3.724279e-05,False
USDJPY,sweep_high,48,small,1,1.8845222e-05,0,1.8845222e-05,0.00034156221,0.49926145,0.49926145,0.4938454,0.00034895618,0.00033738062,0.00052537122,2031,1.1657658e-05,False
USDJPY,sweep_high,48,small,2,2.6312942e-05,-9.079436e-06,2.6312942e-05,0.00049314844,0.49089119,0.49089119,0.50418513,0.0005061971,0.00049177821,0.00076464985,2031,1.6967101e-05,False
USDJPY,sweep_high,48,small,4,4.2169755e-05,1.237329e-05,4.2169755e-05,0.00071003954,0.50763171,0.50763171,0.48990645,0.00072416643,0.00070768761,0.0012607202,2031,2.7974592e-05,False
USDJPY,sweep_high,48,small,8,5.4456978e-05,-1.2100531e-05,5.4456978e-05,0.00098245368,0.49335303,0.49335303,0.50516987,0.0010013117,0.00098739578,0.0015198795,2031,3.3725173e-05,False
USDJPY,sweep_high,96,large,1,-4.8685515e-06,-3.7342276e-06,-4.8685515e-06,0.00039008465,0.49251604,0.49251604,0.50106914,0.00039207466,0.00042141476,0.00060578278,1403,1.6172907e-05,False
USDJPY,sweep_high,96,large,2,1.179838e-05,1.3249479e-05,1.179838e-05,0.00055406792,0.50962224,0.50962224,0.48538845,0.00056681519,0.00059004421,0.00085340595,1403,2.2783835e-05,False
USDJPY,sweep_high,96,large,4,3.54602e-05,-1.4395186e-05,3.54602e-05,0.00077819147,0.48752673,0.48752673,0.50962224,0.00079486338,0.00080481765,0.0011223211,1403,2.9963208e-05,False
USDJPY,sweep_high,96,large,8,7.5841137e-05,1.3610751e-05,7.5841137e-05,0.0010801689,0.5017819,0.5017819,0.49394155,0.0011132518,0.0011040609,0.0016583594,1403,4.4274109e-05,False
USDJPY,sweep_high,96,medium,1,1.3243678e-05,9.0578922e-06,1.3243678e-05,0.00037040272,0.5064194,0.5064194,0.4871612,0.0003735133,0.00036425309,0.00054390487,1402,1.4526097e-05,False
USDJPY,sweep_high,96,medium,2,3.8408096e-05,3.1619346e-05,3.8408096e-05,0.00052051004,0.52211127,0.52211127,0.47717546,0.00053518164,0.00051361294,0.00077092012,1402,2.0589006e-05,False
USDJPY,sweep_high,96,medium,4,6.9189141e-05,9.4053827e-06,6.9189141e-05,0.00073786387,0.5042796,0.5042796,0.49215407,0.00075695593,0.00071232543,0.0010645498,1402,2.8430991e-05,False
USDJPY,sweep_high,96,medium,8,2.9594289e-05,-5.4324485e-06,2.9594289e-05,0.0010305887,0.4957204,0.4957204,0.50071327,0.0010314266,0.0010337499,0.0017142329,1402,4.5782113e-05,False
USDJPY,sweep_high,96,small,1,1.9888877e-05,4.1513283e-06,1.9888877e-05,0.00034044553,0.50071327,0.50071327,0.49215407,0.00034629389,0.00034119064,0.00052203079,1402,1.3941905e-05,False
USDJPY,sweep_high,96,small,2,4.1216708e-05,0,4.1216708e-05,0.00050681974,0.49643367,0.49643367,0.49928673,0.00050880363,0.00049347635,0.00079504706,1402,2.1233365e-05,False
USDJPY,sweep_high,96,small,4,7.3171379e-05,3.200933e-05,7.3171379e-05,0.00072816747,0.51997147,0.51997147,0.478602,0.00073145945,0.00070397987,0.001361923,1402,3.6372953e-05,False
USDJPY,sweep_high,96,small,8,8.6896021e-05,4.7843756e-06,8.6896021e-05,0.00098793488,0.50285307,0.50285307,0.49643367,0.0009981069,0.0009667015,0.0015272703,1402,4.0788891e-05,False
USDJPY,sweep_low,24,large,1,-4.2472739e-06,1.7446134e-05,4.2472739e-06,0.00044907775,0.51404056,0.48049922,0.51404056,0.00047355775,0.00044155318,0.00072690257,2564,1.4355463e-05,False
USDJPY,sweep_low,24,large,2,1.0219264e-05,5.0451603e-05,-1.0219264e-05,0.00062802346,0.53627145,0.45787832,0.53627145,0.00065785433,0.00063129113,0.001016514,2564,2.0074944e-05,False
USDJPY,sweep_low,24,large,4,-8.1366517e-06,5.3312709e-05,8.1366517e-06,0.00087892848,0.52925117,0.46879875,0.52925117,0.00092541898,0.000871953,0.001364009,2564,2.6937559e-05,False
USDJPY,sweep_low,24,large,8,-2.653497e-05,4.0715475e-05,2.653497e-05,0.0011589101,0.51482059,0.48283931,0.51482059,0.0012781174,0.0011676004,0.0017418093,2564,3.4398665e-05,False
USDJPY,sweep_low,24,medium,1,-5.9690648e-06,1.799265e-05,5.9690648e-06,0.00041465878,0.52126414,0.472103,0.52126414,0.00042270237,0.00038873337,0.00066899666,2563,1.3214467e-05,False
USDJPY,sweep_low,24,medium,2,2.7848874e-06,2.7412782e-05,-2.7848874e-06,0.00057135856,0.52087398,0.47561451,0.52087398,0.00059271983,0.00055894383,0.00089921214,2563,1.7761836e-05,False
USDJPY,sweep_low,24,medium,4,3.5472352e-05,6.8133196e-05,-3.5472352e-05,0.00081204991,0.54038236,0.45688646,0.54038236,0.00083547943,0.0008028945,0.0013127413,2563,2.593014e-05,False
USDJPY,sweep_low,24,medium,8,3.4388986e-05,0.00012107327,-3.4388986e-05,0.0010730284,0.55286773,0.44596176,0.55286773,0.0011375447,0.0010984322,0.0016753365,2563,3.309236e-05,False
USDJPY,sweep_low,24,small,1,3.365487e-06,2.1684072e-05,-3.365487e-06,0.00039553948,0.51853297,0.47444401,0.51853297,0.00040609677,0.00038466946,0.00061971937,2563,1.2241109e-05,False
USDJPY,sweep_low,24,small,2,1.2733721e-05,1.839165e-05,-1.2733721e-05,0.00054239752,0.51541163,0.48107686,0.51541163,0.00056813185,0.00054531276,0.00083579187,2563,1.6509117e-05,False
USDJPY,sweep_low,24,small,4,3.2208698e-05,6.6101135e-05,-3.2208698e-05,0.00074855815,0.53296918,0.46429965,0.53296918,0.00079683717,0.00077040447,0.0011372104,2563,2.2462935e-05,False
USDJPY,sweep_low,24,small,8,5.7408762e-05,0.00010697761,-5.7408762e-05,0.0010088535,0.54740538,0.45064378,0.54740538,0.0010706404,0.0010609262,0.0014858639,2563,2.9349772e-05,False
USDJPY,sweep_low,48,large,1,-1.8059029e-05,9.5690575e-06,1.8059029e-05,0.00050864681,0.50868784,0.48591971,0.50868784,0.00052417107,0.00048601948,0.00087870009,1669,2.1508618e-05,False
USDJPY,sweep_low,48,large,2,8.1091315e-06,6.9145136e-05,-8.1091315e-06,0.00068290908,0.5416417,0.45296585,0.5416417,0.00071461906,0.00068441466,0.0011350288,1669,2.7782972e-05,False
USDJPY,sweep_low,48,large,4,1.5003744e-06,5.431683e-05,-1.5003744e-06,0.00095494297,0.52067106,0.47753146,0.52067106,0.00099279524,0.00094886215,0.0015202559,1669,3.7212474e-05,False
USDJPY,sweep_low,48,large,8,-3.5183747e-05,5.1444488e-05,3.5183747e-05,0.0012821173,0.51527861,0.48232475,0.51527861,0.0013965994,0.0012595567,0.0020533278,1669,5.0260883e-05,False
USDJPY,sweep_low,48,medium,1,-2.0376319e-05,9.3543389e-06,2.0376319e-05,0.00045071949,0.51079137,0.48321343,0.51079137,0.00047033402,0.00041400965,0.00072435757,1668,1.7735971e-05,False
USDJPY,sweep_low,48,medium,2,-6.4059538e-06,3.2994685e-05,6.4059538e-06,0.00063404373,0.52517986,0.47242206,0.52517986,0.00066567253,0.00059238646,0.0010841183,1668,2.6544751e-05,False
USDJPY,sweep_low,48,medium,4,2.2680522e-05,5.5925206e-05,-2.2680522e-05,0.00086534892,0.53477218,0.46342926,0.53477218,0.00091218292,0.00084073911,0.001444509,1668,3.5368955e-05,False
USDJPY,sweep_low,48,medium,8,2.7103984e-05,0.000102457,-2.7103984e-05,0.0011424189,0.5383693,0.46043165,0.5383693,0.0012217999,0.001147595,0.0017895351,1668,4.3816954e-05,False
USDJPY,sweep_low,48,small,1,-2.7362322e-06,1.3603986e-05,2.7362322e-06,0.00042577306,0.51258993,0.48201439,0.51258993,0.00043187084,0.0004081907,0.00067193493,1668,1.6452398e-05,False
USDJPY,sweep_low,48,small,2,1.1426635e-05,2.6138747e-05,-1.1426635e-05,0.00058082096,0.52278177,0.47482014,0.52278177,0.00060121172,0.00057411411,0.00087803363,1668,2.1498746e-05,False
USDJPY,sweep_low,48,small,4,7.7439489e-06,9.0488748e-05,-7.7439489e-06,0.00081267436,0.53717026,0.46103118,0.53717026,0.00085980787,0.00080949717,0.0012346528,1668,3.0230604e-05,False
USDJPY,sweep_low,48,small,8,2.8886272e-05,9.4952238e-05,-2.8886272e-05,0.0010718724,0.53417266,0.46402878,0.53417266,0.0011488891,0.0011064548,0.0015916837,1668,3.8972542e-05,False
USDJPY,sweep_low,96,large,1,-1.4656748e-05,2.2747746e-05,1.4656748e-05,0.00054509205,0.51149954,0.48206072,0.51149954,0.00056531112,0.00052038281,0.00090578916,1087,2.7473396e-05,False
USDJPY,sweep_low,96,large,2,1.605967e-05,6.9145136e-05,-1.605967e-05,0.00072897025,0.53265869,0.46182153,0.53265869,0.0007691516,0.00072734794,0.0011873389,1087,3.6013052e-05,False
USDJPY,sweep_low,96,large,4,-1.7782698e-05,4.2769567e-05,1.7782698e-05,0.0010112287,0.51517939,0.48390064,0.51517939,0.0010500151,0.00099589525,0.0016505383,1087,5.0062304e-05,False
USDJPY,sweep_low,96,large,8,-3.7177245e-05,5.6566685e-05,3.7177245e-05,0.0013462928,0.50781969,0.48942042,0.50781969,0.0014661738,0.001329168,0.002051621,1087,6.2227503e-05,False
USDJPY,sweep_low,96,medium,1,-5.4546202e-06,1.1335362e-05,5.4546202e-06,0.00050016478,0.51104972,0.48158379,0.51104972,0.00049854072,0.00046175996,0.00079997551,1086,2.4275142e-05,False
USDJPY,sweep_low,96,medium,2,1.6496533e-05,4.5290202e-05,-1.6496533e-05,0.00068220329,0.52302026,0.47421731,0.52302026,0.00068497817,0.00065876977,0.0010562237,1086,3.2050956e-05,False
USDJPY,sweep_low,96,medium,4,8.4540568e-05,6.9586341e-05,-8.4540568e-05,0.00092981031,0.54143646,0.4558011,0.54143646,0.00093738305,0.00093577392,0.0014635751,1086,4.4411975e-05,False
USDJPY,sweep_low,96,medium,8,0.00010087556,0.00010911014,-0.00010087556,0.0011894561,0.5441989,0.45395948,0.5441989,0.0012094584,0.0012418116,0.0018066723,1086,5.482321e-05,False
USDJPY,sweep_low,96,small,1,-1.3204087e-05,1.8033279e-05,1.3204087e-05,0.00045847549,0.51473297,0.4825046,0.51473297,0.00046513543,0.00043617316,0.0007157318,1086,2.1718779e-05,False
USDJPY,sweep_low,96,small,2,1.8915138e-05,3.7491441e-05,-1.8915138e-05,0.00061566154,0.52486188,0.47145488,0.52486188,0.00063833422,0.00060700393,0.00092029001,1086,2.7926068e-05,False
USDJPY,sweep_low,96,small,4,3.2605622e-05,0.00010397447,-3.2605622e-05,0.00085404078,0.54051565,0.45764273,0.54051565,0.00088600436,0.00086437234,0.0012675052,1086,3.8462263e-05,False
USDJPY,sweep_low,96,small,8,6.0633529e-05,0.00011047303,-6.0633529e-05,0.0011092821,0.54051565,0.45672192,0.54051565,0.0011795663,0.0011604418,0.0016045625,1086,4.869022e-05,False
