pair,lookback_window,event_type,context_type,context_value,horizon_bars,event_frequency_per_1000_bars,mean_forward_return,reversal_probability,sample_count,bars_observed,low_sample
EURUSD,48,sweep_high,session,asia,8,31.13115075475397,-5.7998942772557405e-05,0.5132241813602015,1588,51010,False
EURUSD,48,sweep_high,session,london,1,57.2378223495702,4.901164507152e-06,0.5070084100921105,2497,43625,False
EURUSD,48,sweep_high,session,london,2,57.2378223495702,-2.925554170100087e-06,0.512615138165799,2497,43625,False
EURUSD,48,sweep_high,session,london,4,57.2378223495702,-2.1294384346233266e-05,0.49579495394473366,2497,43625,False
EURUSD,48,sweep_high,session,london,8,57.2378223495702,-7.294250437669626e-05,0.5082098518221866,2497,43625,False
EURUSD,48,sweep_high,session,new_york,1,25.172569027611043,-1.1424737377398437e-05,0.5275707898658718,2013,79968,False
EURUSD,48,sweep_high,session,new_york,2,25.172569027611043,-3.525504773861245e-05,0.518628912071535,2013,79968,False
EURUSD,48,sweep_high,session,new_york,4,25.172569027611043,-5.7995416747310404e-05,0.5181321410829608,2013,79968,False
EURUSD,48,sweep_high,session,new_york,8,25.172569027611043,-5.780027984181598e-05,0.5141579731743666,2013,79968,False
EURUSD,48,sweep_low,session,asia,1,27.602430895902767,-1.7597546894772667e-05,0.5120738636363636,1408,51010,False
EURUSD,48,sweep_low,session,asia,2,27.602430895902767,-8.742041078785605e-06,0.5042613636363636,1408,51010,False
EURUSD,48,sweep_low,session,asia,4,27.602430895902767,-6.111349187990837e-06,0.5184659090909091,1408,51010,False
EURUSD,48,sweep_low,session,asia,8,27.602430895902767,2.0646945181915186e-05,0.5198863636363636,1408,51010,False
EURUSD,48,sweep_low,session,london,1,57.856733524355306,4.162076003957644e-06,0.5213946117274167,2524,43625,False
EURUSD,48,sweep_low,session,london,2,57.856733524355306,-8.249714995017633e-07,0.5178288431061807,2524,43625,False
EURUSD,48,sweep_low,session,london,4,57.856733524355306,-4.234502679334668e-06,0.5174326465927099,2524,43625,False
EURUSD,48,sweep_low,session,london,8,57.856733524355306,-5.141830666096469e-05,0.5027733755942948,2524,43625,False
EURUSD,48,sweep_low,session,new_york,1,28.96158463385354,-3.346055938426118e-06,0.5107944732297064,2316,79968,False
EURUSD,48,sweep_low,session,new_york,2,28.96158463385354,-1.9805298792639537e-06,0.5168393782383419,2316,79968,False
EURUSD,48,sweep_low,session,new_york,4,28.96158463385354,-1.056205073726118e-05,0.5159758203799655,2316,79968,False
EURUSD,48,sweep_low,session,new_york,8,28.96158463385354,3.459534829484781e-05,0.5215889464594128,2316,79968,False
EURUSD,96,sweep_high,session,asia,1,13.938443442462264,5.373030711108932e-07,0.5147679324894515,711,51010,False
EURUSD,96,sweep_high,session,asia,2,13.938443442462264,-2.9518828387950996e-05,0.540084388185654,711,51010,False
EURUSD,96,sweep_high,session,asia,4,13.938443442462264,-1.4384612162346167e-05,0.5358649789029536,711,51010,False
EURUSD,96,sweep_high,session,asia,8,13.938443442462264,-3.629168961365538e-05,0.5288326300984529,711,51010,False
EURUSD,96,sweep_high,session,london,1,28.538681948424067,4.042762291991889e-06,0.5116465863453815,1245,43625,False
EURUSD,96,sweep_high,session,london,2,28.538681948424067,1.4166633944940714e-05,0.5116465863453815,1245,43625,False
